ambient_temp(C),PbOA2(ml),ODE(ml),OLA(ml),t_inject(C),TMS(ul),ODE_for_TMS(ml),Cl_at_high_t(mM),Cl_at_60C(mM),Result_wavelength(nm),Result_peak/valley
0.1,18.0,15.0,0.0,160.0,210.0,10.0,0.0,0.3,1544.0,6.45
0.1,18.0,15.0,0.0,160.0,210.0,10.0,0.0,0.0,1545.0,5.63
0.1,18.0,15.0,0.0,160.0,210.0,10.0,0.0,0.3,1545.0,7.87
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,959.0,2.96
0.1,4.5,15.0,0.0,80.0,210.0,10.0,0.0,0.3,799.0,2.28
0.1,4.5,15.0,0.0,145.0,300.0,9.0,0.0,0.0,953.0,1.68
0.1,4.5,15.0,0.0,145.0,300.0,9.0,0.0,0.0,935.0,1.54
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,941.0,3.07
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,935.0,3.11
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,944.0,3.11
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,958.0,3.22
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,935.0,2.68
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,944.0,2.82
0.1,4.5,15.0,3.0,120.0,210.0,10.0,0.0,0.0,787.0,1.13
0.1,4.5,15.0,0.3,60.0,210.0,12.0,0.0,0.0,622.0,1.28
0.1,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.3,1389.0,6.3
0.1,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.3,1380.0,5.9
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,950.0,2.37
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,941.0,2.65
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,908.0,2.28
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,920.0,3.0
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,902.0,2.57
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,890.0,2.55
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,953.0,3.34
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,959.0,3.02
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,941.0,2.55
0.1,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,953.0,2.54
6.0,18.0,15.0,0.0,160.0,210.0,10.0,0.0,0.3,1719.0,6.0
6.0,18.0,15.0,0.0,160.0,210.0,10.0,0.0,0.8,1539.0,10.26
6.0,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1505.0,5.74
6.0,18.0,15.0,0.0,165.0,210.0,8.0,0.0,0.0,1487.0,5.67
6.0,4.5,15.0,0.0,140.0,300.0,10.0,0.0,0.3,959.0,1.64
6.0,4.5,15.0,0.0,110.0,110.0,10.0,0.0,0.3,995.0,5.25
6.0,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,965.0,3.89
6.0,4.5,15.0,0.0,120.0,210.0,10.0,0.0,0.3,830.0,2.33
6.0,4.5,15.0,0.09,120.0,210.0,10.0,0.0,0.0,835.0,1.94
6.0,4.5,15.0,5.0,120.0,210.0,10.0,0.0,0.0,806.0,1.25
6.0,4.5,15.0,0.0,120.0,180.0,10.0,0.0,0.0,1034.0,1.95
6.0,4.5,15.0,0.0,123.0,180.0,10.0,0.0,0.0,953.0,2.74
12.4,4.5,15.0,0.25,120.0,210.0,10.0,0.0,0.0,793.0,1.26
12.4,4.5,15.0,0.25,120.0,210.0,10.0,0.0,0.0,757.0,1.5
12.4,4.5,15.0,0.17,120.0,210.0,10.0,0.0,0.0,769.0,1.6
12.4,4.5,15.0,0.12,120.0,210.0,10.0,0.0,0.0,763.0,1.47
12.4,4.5,15.0,0.25,120.0,210.0,10.0,0.0,0.0,761.0,1.42
12.4,4.5,15.0,0.0,120.0,210.0,10.0,0.0,0.2,926.0,3.02
12.4,4.5,15.0,0.0,85.0,180.0,10.0,0.0,0.0,799.0,1.7
12.4,4.5,15.0,0.0,85.0,180.0,10.0,0.0,0.0,827.0,1.8
12.4,4.5,15.0,0.0,123.0,180.0,10.0,0.0,0.0,923.0,2.39
12.4,4.5,15.0,0.0,123.0,180.0,10.0,0.0,0.0,938.0,2.51
12.4,4.5,15.0,0.0,123.0,180.0,10.0,0.0,0.0,918.0,2.61
12.4,4.5,15.0,0.0,123.0,180.0,10.0,0.0,0.0,930.0,2.46
12.4,4.5,15.0,0.0,80.0,180.0,10.0,0.0,0.0,800.0,2.11
12.4,4.5,15.0,0.0,80.0,180.0,10.0,0.0,0.0,769.0,1.59
12.4,4.5,15.0,0.0,80.0,180.0,10.0,0.0,0.3,812.0,2.01
12.4,4.5,15.0,0.0,80.0,180.0,10.0,0.0,0.3,799.0,2.0
12.4,4.5,15.0,0.5,60.0,210.0,12.0,0.0,0.0,634.0,1.38
12.4,4.5,15.0,0.5,110.0,210.0,12.0,0.0,0.0,782.0,1.44
12.4,4.5,15.0,0.0,102.0,210.0,12.0,0.0,0.0,695.0,1.28
12.4,18.0,15.0,0.0,100.0,210.0,8.0,0.0,0.3,1641.0,9.04
17.7,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.0,1593.0,5.31
17.7,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.15,1581.0,8.14
17.7,18.0,15.0,0.0,156.0,210.0,8.0,0.0,0.15,1583.0,7.17
17.7,18.0,15.0,0.0,157.0,210.0,8.0,0.0,0.15,1310.0,7.5
17.7,4.5,15.0,0.0,130.0,90.0,10.0,0.0,0.15,1076.0,3.64
17.7,4.5,15.0,0.0,140.0,90.0,10.0,0.0,0.15,1139.0,4.5
17.7,18.0,15.0,0.0,156.0,210.0,8.0,0.0,0.3,1542.0,10.0
17.7,18.0,15.0,0.0,151.0,210.0,8.0,0.0,0.3,1569.0,8.55
17.7,18.0,15.0,0.0,145.0,210.0,10.0,0.0,0.3,1602.0,9.33
17.7,18.0,15.0,0.0,140.0,210.0,10.0,0.0,0.3,1482.0,13.9
17.7,18.0,15.0,0.0,130.0,210.0,12.0,0.0,0.3,1521.0,9.88
17.7,18.0,15.0,0.0,135.0,210.0,12.0,0.0,0.3,1521.0,8.58
17.7,4.5,15.0,0.0,140.0,300.0,10.0,0.0,0.0,959.0,1.91
17.7,4.5,15.0,0.0,140.0,300.0,10.0,0.0,0.0,944.0,1.23
17.7,4.5,15.0,0.0,140.0,300.0,10.0,0.0,0.3,959.0,2.03
17.7,4.5,15.0,0.0,140.0,190.0,8.0,0.0,0.3,977.0,2.94
17.7,4.5,15.0,0.0,145.0,190.0,8.0,0.0,0.3,983.0,2.93
17.7,4.5,15.0,0.0,135.0,90.0,10.0,0.0,0.3,1106.0,4.04
17.7,4.5,15.0,0.0,135.0,90.0,10.0,0.0,0.3,1106.0,4.28
17.7,19.0,15.0,0.0,164.0,175.0,8.0,0.0,0.3,1667.0,7.0
17.7,19.0,15.0,0.0,164.0,175.0,8.0,0.0,0.3,1662.0,5.73
17.7,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.0,1724.0,3.91
17.7,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.0,1502.0,7.26
17.7,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.0,1592.0,5.88
17.7,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.0,1619.0,6.06
17.7,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.0,1592.0,5.35
17.7,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.0,1565.0,6.16
17.7,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.0,1574.0,6.68
17.7,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.0,1559.0,6.06
17.7,4.5,15.0,0.0,75.0,210.0,10.0,0.0,0.3,806.0,1.94
17.7,4.5,15.0,0.0,85.0,210.0,10.0,0.0,0.3,818.0,2.2
17.7,18.0,15.0,0.0,161.0,210.0,8.0,0.0,0.0,1589.0,5.57
17.7,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.0,1661.0,5.41
17.7,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.0,1577.0,5.83
17.7,18.0,15.0,0.0,156.0,210.0,8.0,0.0,0.0,1553.0,6.58
17.7,18.0,15.0,0.0,156.0,210.0,8.0,0.0,0.0,1577.0,5.68
17.7,18.0,15.0,0.0,156.0,210.0,8.0,0.0,0.0,1625.0,5.46
17.7,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.3,1628.0,5.5
17.7,18.0,15.0,0.5,155.0,210.0,8.0,0.0,0.3,1220.0,2.47
17.7,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1661.0,6.15
17.7,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1601.0,6.84
17.7,18.0,15.0,0.0,155.0,210.0,8.0,0.3,0.0,1619.0,9.63
17.7,4.5,15.0,0.0,120.0,180.0,10.0,0.6,0.0,926.0,2.8
17.7,4.5,15.0,0.0,120.0,180.0,10.0,0.6,0.0,932.0,2.94
17.7,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.6,944.0,2.98
17.7,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.6,944.0,3.04
17.7,4.5,15.0,0.0,115.0,180.0,10.0,0.0,0.6,914.0,3.0
17.7,4.5,15.0,0.0,115.0,180.0,10.0,0.0,0.6,914.0,2.95
20.4,4.5,15.0,0.0,115.0,180.0,10.0,0.0,0.0,911.0,2.99
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,932.0,2.96
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,929.0,2.82
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.3,938.0,2.95
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.3,935.0,3.09
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.3,947.0,3.0
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.3,935.0,3.0
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.3,929.0,3.23
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.3,932.0,3.27
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.33,0.0,959.0,3.11
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.33,0.0,950.0,3.0
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.33,0.0,950.0,3.32
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.33,0.0,944.0,3.13
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,935.0,2.11
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.33,0.0,944.0,2.92
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,941.0,2.93
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,932.0,2.59
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,962.0,2.61
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,932.0,2.63
20.4,4.5,15.0,0.0,110.0,180.0,10.0,0.0,0.3,899.0,2.86
20.4,4.5,15.0,0.0,110.0,180.0,10.0,0.0,0.3,908.0,2.69
20.4,18.0,15.0,0.5,155.0,210.0,8.0,0.0,0.3,1145.0,5.27
20.4,18.0,15.0,0.3,155.0,210.0,8.0,0.0,0.3,1370.0,12.4
20.4,18.0,15.0,0.2,155.0,210.0,8.0,0.0,0.3,1355.0,8.8
20.4,18.0,15.0,0.4,150.0,210.0,8.0,0.0,0.3,1154.0,7.0
20.4,18.0,15.0,0.4,155.0,210.0,8.0,0.0,0.3,1139.0,5.8
20.4,18.0,15.0,0.0,83.0,180.0,10.0,0.0,0.0,836.0,1.25
20.4,18.0,15.0,0.0,83.0,180.0,10.0,0.0,0.0,878.0,1.48
20.4,18.0,15.0,0.4,150.0,210.0,8.0,0.0,0.3,1097.0,7.0
20.4,18.0,15.0,0.4,155.0,210.0,8.0,0.0,0.3,1109.0,7.0
20.4,18.0,15.0,0.4,150.0,190.0,8.0,0.0,0.3,1139.0,5.58
20.4,18.0,15.0,0.4,155.0,200.0,8.0,0.0,0.3,1112.0,3.89
20.4,4.5,15.0,0.0,110.0,180.0,10.0,0.0,0.6,938.0,2.98
20.4,4.5,15.0,0.0,80.0,180.0,10.0,0.0,0.6,857.0,2.21
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,941.0,3.23
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.3,941.0,3.78
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.45,971.0,3.99
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.45,962.0,4.24
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,947.0,2.47
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,941.0,2.74
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.45,953.0,3.38
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.45,971.0,2.84
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,935.0,2.62
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,962.0,2.72
20.4,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.9,1001.0,2.49
20.4,4.5,15.0,0.0,110.0,180.0,10.0,0.0,0.15,899.0,2.86
20.4,4.5,15.0,0.0,110.0,180.0,10.0,0.0,0.15,899.0,3.32
20.4,4.5,15.0,0.0,110.0,180.0,10.0,0.0,0.2,905.0,3.13
20.4,4.5,15.0,0.0,110.0,180.0,10.0,0.0,0.2,899.0,3.14
20.4,18.0,15.0,0.0,157.0,210.0,8.0,0.1,0.1,1568.0,9.98
20.4,18.0,15.0,0.0,157.0,210.0,8.0,0.1,0.1,1523.0,8.36
20.4,18.0,15.0,0.0,157.0,210.0,8.0,0.1,0.1,1569.0,5.81
20.4,18.0,15.0,0.0,157.0,210.0,8.0,0.1,0.1,1523.0,9.43
20.4,18.0,15.0,0.4,150.0,170.0,8.0,0.0,0.3,1628.0,12.2
20.4,18.0,15.0,0.4,150.0,180.0,8.0,0.0,0.3,1397.0,10.42
20.4,18.0,15.0,0.4,152.0,190.0,8.0,0.0,0.3,1325.0,9.73
20.4,18.0,15.0,0.4,152.0,185.0,8.0,0.0,0.3,1406.0,10.39
20.4,18.0,15.0,0.4,151.0,195.0,8.0,0.0,0.3,1355.0,9.5
20.4,18.0,15.0,0.4,151.0,200.0,8.0,0.0,0.3,1232.0,8.33
20.4,18.0,15.0,0.0,157.0,210.0,8.0,0.0,0.1,1613.0,7.9
20.4,18.0,15.0,0.0,157.0,210.0,8.0,0.0,0.1,1592.0,9.55
20.4,18.0,15.0,0.0,151.0,200.0,8.0,0.0,0.3,1298.0,12.0
20.4,18.0,15.0,0.0,151.0,210.0,8.0,0.0,0.3,1595.0,12.5
20.4,18.0,15.0,0.4,149.0,200.0,9.0,0.0,0.3,1331.0,9.81
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,941.0,2.64
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,932.0,2.92
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,941.0,2.89
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,935.0,2.83
20.4,4.5,15.0,0.0,80.0,180.0,10.0,0.0,0.3,818.0,2.2
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,944.0,2.63
20.4,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,941.0,2.86
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.25,962.0,3.42
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.25,956.0,3.29
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.25,956.0,3.15
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.33,956.0,2.93
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.22,0.12,950.0,3.03
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.12,0.22,953.0,3.2
19.9,18.0,15.0,0.4,145.0,200.0,8.0,0.0,0.3,1043.0,4.15
19.9,18.0,15.0,0.4,147.0,200.0,8.0,0.0,0.3,1106.0,5.83
19.9,18.0,15.0,0.4,150.0,200.0,8.0,0.0,0.3,1034.0,3.42
19.9,18.0,15.0,0.4,149.0,200.0,8.0,0.0,0.0,1268.0,6.09
19.9,18.0,15.0,0.4,150.0,200.0,8.0,0.0,0.0,1388.0,7.54
19.9,4.5,15.0,0.0,125.0,180.0,11.0,0.0,0.0,917.0,2.55
19.9,4.5,15.0,0.0,125.0,180.0,11.0,0.0,0.0,929.0,2.69
19.9,18.0,15.0,0.4,151.0,200.0,8.0,0.0,0.0,1307.0,8.59
19.9,18.0,15.0,0.4,151.0,200.0,8.0,0.0,0.0,1256.0,8.77
19.9,18.0,15.0,0.4,150.0,200.0,8.0,0.0,0.3,1208.0,6.0
19.9,18.0,15.0,0.4,151.0,200.0,8.0,0.0,0.3,1187.0,5.87
19.9,18.0,15.0,0.4,150.0,200.0,8.0,0.0,0.3,1424.0,9.81
19.9,18.0,15.0,0.4,152.0,200.0,8.0,0.0,0.3,1229.0,9.85
19.9,18.0,15.0,0.0,157.0,210.0,8.0,0.0,0.0,1502.0,5.04
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,941.0,2.85
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,935.0,2.87
19.9,18.0,15.0,0.0,157.0,210.0,8.0,0.0,0.03,1544.0,8.09
19.9,18.0,15.0,0.0,157.0,210.0,8.0,0.0,0.03,1496.0,8.63
19.9,18.0,15.0,0.0,157.0,210.0,8.0,0.15,0.3,1574.0,9.33
19.9,18.0,15.0,0.0,157.0,210.0,8.0,0.15,0.3,1457.0,9.59
19.9,4.5,15.0,0.0,85.0,180.0,10.0,0.0,0.3,845.0,2.21
19.9,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,941.0,2.98
19.9,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,935.0,2.86
19.9,4.5,15.0,0.0,125.0,180.0,10.0,0.0,0.0,935.0,2.91
19.9,4.5,15.0,0.0,145.0,300.0,10.0,0.0,0.0,977.0,1.41
19.9,4.5,15.0,0.0,145.0,300.0,10.0,0.0,0.0,962.0,1.46
19.9,4.5,15.0,0.0,145.0,300.0,10.0,0.0,0.0,968.0,1.59
19.9,4.5,15.0,0.0,145.0,300.0,10.0,0.0,0.0,971.0,1.41
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.3,0.3,941.0,2.83
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.3,0.3,947.0,2.9
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.3,0.3,935.0,2.95
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.3,0.3,953.0,3.55
19.9,4.5,15.0,0.0,125.0,180.0,10.0,0.3,0.3,947.0,2.92
19.9,4.5,15.0,0.0,125.0,180.0,10.0,0.3,0.3,950.0,3.13
19.9,4.5,15.0,0.5,119.0,210.0,12.0,0.0,0.0,771.0,1.0
19.9,4.5,15.0,0.5,120.0,210.0,12.0,0.0,0.0,769.0,1.0
19.9,4.5,15.0,0.5,120.0,211.0,14.0,0.0,0.0,783.0,1.0
19.9,4.5,15.0,0.5,120.0,211.0,14.0,0.0,0.0,775.0,1.0
19.9,4.5,15.0,0.0,120.0,180.0,10.0,0.0,0.0,923.0,3.04
19.9,4.5,15.0,0.0,120.0,180.0,10.0,0.0,0.0,911.0,2.79
19.9,4.5,15.0,0.0,118.0,215.0,12.0,0.0,0.0,776.0,1.56
19.9,4.5,15.0,0.0,118.0,220.0,12.0,0.0,0.0,769.0,1.64
19.9,4.5,15.0,0.0,58.0,210.0,10.0,0.0,0.0,736.0,1.28
19.9,4.5,15.0,0.0,56.0,210.0,10.0,0.0,0.0,710.0,1.09
19.9,4.5,15.0,0.5,118.0,240.0,12.0,0.0,0.0,754.0,1.54
19.9,4.5,15.0,0.5,118.0,250.0,12.0,0.0,0.0,754.0,1.48
19.9,4.5,15.0,0.0,60.0,210.0,10.0,0.0,0.0,703.0,1.0
19.9,4.5,15.0,0.0,60.0,210.0,10.0,0.0,0.0,701.0,1.0
19.9,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1616.0,5.06
19.9,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1706.0,3.93
19.9,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1634.0,5.04
19.9,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1616.0,4.83
19.9,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1688.0,4.24
19.9,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1778.0,4.03
19.9,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.0,1656.0,4.45
19.9,18.0,15.0,0.0,157.0,210.0,8.0,0.0,0.0,1611.0,5.09
19.9,18.0,15.0,0.4,151.0,200.0,9.0,0.0,0.3,1313.0,8.37
19.9,18.0,15.0,0.4,151.0,200.0,9.0,0.0,0.3,1259.0,6.98
19.9,18.0,15.0,0.4,147.0,200.0,9.0,0.0,0.3,1256.0,7.82
19.9,18.0,15.0,0.4,151.0,200.0,9.0,0.0,0.3,1286.0,5.91
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,935.0,2.39
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.25,947.0,3.1
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,941.0,2.62
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,935.0,2.38
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,935.0,2.61
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.63,953.0,2.92
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,1.25,953.0,2.06
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,947.0,2.78
19.9,4.5,15.0,0.0,130.0,180.0,10.0,0.0,0.0,935.0,2.22
16.2,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1493.0,5.78
16.2,18.0,15.0,0.0,163.0,210.0,8.0,0.0,0.0,1541.0,5.92
16.2,4.5,15.0,0.0,124.0,180.0,10.0,0.0,0.0,939.0,2.65
16.2,4.5,15.0,0.0,124.0,180.0,10.0,0.0,0.0,939.0,2.8
16.2,4.5,15.0,0.0,120.0,180.0,10.0,0.0,0.0,929.0,2.66
16.2,4.5,15.0,0.0,121.0,180.0,10.0,0.0,0.0,929.0,2.62
16.2,4.5,15.0,0.0,120.0,180.0,10.0,0.0,0.0,929.0,2.73
16.2,4.5,15.0,0.0,120.0,180.0,10.0,0.0,0.0,929.0,2.85
16.2,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1634.0,6.0
16.2,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1598.0,6.0
16.2,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1559.0,6.42
16.2,18.0,15.0,0.0,162.0,210.0,8.0,0.0,0.0,1538.0,6.85
17.7,18.0,15.0,0.3,110.0,200.0,8.0,0.0,0.3,1073.0,7.33
17.7,18.0,15.0,0.3,120.0,200.0,8.0,0.0,0.3,1175.0,7.0
17.7,18.0,15.0,0.2,100.0,200.0,8.0,0.3,0.36,1244.0,11.84
17.7,18.0,15.0,0.2,110.0,200.0,8.0,0.3,0.36,1193.0,7.0
17.7,18.0,15.0,0.2,100.0,200.0,8.0,0.3,0.36,1055.0,6.97
17.7,18.0,15.0,0.2,100.0,200.0,8.0,0.0,0.3,1064.0,5.27
17.7,18.0,15.0,0.0,145.0,210.0,8.0,0.3,0.3,1524.0,9.23
17.7,18.0,15.0,0.0,140.0,210.0,8.0,0.3,0.3,1617.0,8.48
17.7,18.0,15.0,0.0,147.0,210.0,8.0,0.3,0.3,1662.0,7.29
17.7,18.0,15.0,0.0,140.0,210.0,8.0,0.3,0.3,1578.0,8.65
17.7,18.0,15.0,0.3,120.0,200.0,8.0,0.3,0.0,1202.0,6.35
17.7,18.0,15.0,0.3,120.0,200.0,8.0,0.3,0.0,1112.0,6.41
17.7,18.0,15.0,0.3,120.0,200.0,8.0,0.0,0.3,1133.0,7.0
17.7,18.0,15.0,0.3,130.0,200.0,8.0,0.0,0.3,1211.0,8.71
17.7,18.0,15.0,0.15,130.0,200.0,8.0,0.0,0.3,1415.0,9.6
17.7,18.0,15.0,0.15,130.0,200.0,8.0,0.0,0.3,1376.0,10.21
20.4,4.5,15.0,0.0,110.0,170.0,10.0,0.0,0.0,971.0,2.8
20.4,4.5,15.0,0.0,110.0,200.0,10.0,0.0,0.0,959.0,2.9
20.4,18.0,15.0,0.15,100.0,200.0,8.0,0.0,0.0,1190.0,7.4
20.4,18.0,15.0,0.15,110.0,200.0,8.0,0.0,0.0,1226.0,6.48
20.4,18.0,15.0,0.4,145.0,200.0,8.0,0.0,0.0,1298.0,8.08
20.4,18.0,15.0,0.4,145.0,200.0,8.0,0.0,0.0,1301.0,6.11
20.4,18.0,15.0,0.15,120.0,200.0,8.0,0.0,0.0,1412.0,7.24
20.4,18.0,15.0,0.15,120.0,200.0,8.0,0.0,0.0,1367.0,9.79
20.4,18.0,15.0,0.15,100.0,200.0,8.0,0.0,0.0,1214.0,6.97
20.4,18.0,15.0,0.15,100.0,200.0,8.0,0.0,0.0,1196.0,7.27
20.4,18.0,15.0,0.15,110.0,200.0,8.0,0.0,0.0,1274.0,5.34
20.4,18.0,15.0,0.15,115.0,200.0,8.0,0.0,0.0,1394.0,7.34
20.4,4.5,15.0,0.5,120.0,210.0,10.0,0.0,0.0,812.0,1.31
20.4,4.5,15.0,0.5,120.0,210.0,10.0,0.0,0.0,800.0,1.32
20.4,4.5,15.0,0.5,110.0,210.0,10.0,0.0,0.0,782.0,1.57
20.4,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.0,755.0,1.54
20.4,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.0,737.0,1.43
20.4,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.0,728.0,1.36
20.4,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.0,781.0,1.51
20.4,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.0,787.0,1.49
20.4,4.5,15.0,0.0,110.0,190.0,10.0,0.0,0.0,965.0,3.05
20.4,4.5,15.0,0.0,110.0,190.0,10.0,0.0,0.3,959.0,3.33
20.4,18.0,15.0,0.15,120.0,200.0,8.0,0.0,0.3,1391.0,7.15
20.4,18.0,15.0,0.15,110.0,200.0,8.0,0.0,0.3,1325.0,6.97
20.4,18.0,15.0,0.15,100.0,200.0,12.0,0.0,0.3,1196.0,5.88
20.4,18.0,15.0,0.15,110.0,200.0,8.0,0.0,0.0,1295.0,7.51
20.4,18.0,15.0,0.15,100.0,200.0,8.0,0.0,0.0,1265.0,9.33
20.4,18.0,15.0,0.15,100.0,200.0,8.0,0.0,0.0,1157.0,6.57
20.4,18.0,15.0,0.15,100.0,200.0,8.0,0.0,0.0,1121.0,6.71
20.4,18.0,15.0,0.15,110.0,200.0,8.0,0.0,0.0,1175.0,6.49
20.4,18.0,15.0,0.15,110.0,200.0,8.0,0.0,0.0,1286.0,6.83
