ambient_temp(C),PbOA2(ml),ODE(ml),OLA(ml),t_inject(C),TMS(ul),ODE_for_TMS(ml),Cl_at_high_t(mM),Cl_at_60C(mM),Result_wavelength(nm),Result_peak/valley
20.4,18.0,15.0,0.15,100.0,200.0,10.0,0.0,0.0,1067.0,5.07
20.4,18.0,15.0,0.15,110.0,200.0,10.0,0.0,0.0,1367.0,6.08
20.4,18.0,15.0,0.15,110.0,200.0,10.0,0.0,0.0,1277.0,6.96
20.4,18.0,15.0,0.15,95.0,200.0,10.0,0.0,0.0,1265.0,11.9
20.4,18.0,15.0,0.15,95.0,200.0,10.0,0.0,0.0,1295.0,9.02
20.4,18.0,15.0,0.15,100.0,200.0,12.0,0.0,0.0,1190.0,6.88
20.4,18.0,15.0,0.15,100.0,200.0,12.0,0.0,0.0,1241.0,8.09
20.4,18.0,15.0,0.15,90.0,200.0,12.0,0.0,0.0,1097.0,5.36
20.4,18.0,15.0,0.15,85.0,200.0,12.0,0.0,0.0,1067.0,5.61
20.4,18.0,15.0,0.0,145.0,210.0,8.0,0.0,0.0,1625.0,6.28
20.4,18.0,15.0,0.0,140.0,210.0,8.0,0.0,0.0,1574.0,6.69
20.4,18.0,15.0,0.15,90.0,200.0,12.0,0.0,0.0,1175.0,6.31
20.4,18.0,15.0,0.15,85.0,200.0,12.0,0.0,0.0,1265.0,10.15
20.4,18.0,15.0,0.15,80.0,200.0,12.0,0.0,0.0,1022.0,4.51
20.4,18.0,15.0,0.15,80.0,200.0,12.0,0.0,0.0,947.0,2.49
20.4,18.0,15.0,0.15,115.0,200.0,8.0,0.0,0.3,1241.0,10.75
20.4,18.0,15.0,0.15,130.0,200.0,8.0,0.0,0.3,1502.0,11.3
20.4,18.0,15.0,0.15,120.0,200.0,8.0,0.0,0.3,1466.0,9.39
20.4,4.5,15.0,0.0,90.0,220.0,10.0,0.0,0.0,911.0,2.61
20.4,4.5,15.0,0.0,80.0,220.0,10.0,0.0,0.0,845.0,2.0
20.4,4.5,15.0,0.0,100.0,220.0,10.0,0.0,0.0,953.0,2.84
20.4,4.5,15.0,0.0,100.0,220.0,10.0,0.0,0.0,953.0,2.79
20.4,18.0,15.0,0.15,140.0,210.0,8.0,0.3,0.3,1328.0,8.06
20.4,18.0,15.0,0.15,140.0,210.0,8.0,0.3,0.3,1376.0,8.78
20.4,18.0,15.0,0.15,150.0,210.0,8.0,0.3,0.3,1391.0,7.68
20.4,18.0,15.0,0.15,155.0,210.0,8.0,0.3,0.3,1388.0,8.01
20.4,18.0,15.0,0.15,165.0,210.0,8.0,0.3,0.3,1478.0,9.27
20.4,18.0,15.0,0.15,140.0,210.0,8.0,0.3,0.3,1355.0,7.24
20.4,18.0,15.0,0.15,110.0,210.0,8.0,0.0,0.0,1241.0,7.03
20.4,18.0,15.0,0.15,120.0,210.0,8.0,0.0,0.0,1205.0,6.39
20.4,18.0,15.0,0.15,115.0,210.0,8.0,0.0,0.0,1175.0,4.89
20.4,18.0,15.0,0.15,115.0,210.0,8.0,0.0,0.0,1151.0,4.9
20.4,18.0,15.0,0.15,120.0,210.0,8.0,0.0,0.0,1166.0,6.55
20.4,18.0,15.0,0.15,90.0,200.0,12.0,0.0,0.0,1070.0,5.37
20.4,18.0,15.0,0.15,120.0,200.0,8.0,0.0,0.3,1355.0,8.0
20.4,18.0,15.0,0.15,110.0,210.0,8.0,0.0,0.3,1256.0,9.23
20.4,18.0,15.0,0.15,120.0,210.0,8.0,0.0,0.3,1241.0,9.48
20.4,18.0,15.0,0.0,140.0,210.0,8.0,0.3,0.3,1586.0,8.04
20.4,18.0,15.0,0.0,145.0,210.0,8.0,0.3,0.3,1574.0,8.06
19.9,18.0,15.0,0.15,130.0,200.0,8.0,0.0,0.3,1376.0,9.73
19.9,18.0,15.0,0.15,120.0,200.0,8.0,0.0,0.3,1388.0,10.91
19.9,18.0,15.0,0.15,90.0,210.0,8.0,0.0,0.3,1046.0,5.4
19.9,18.0,15.0,0.15,145.0,210.0,8.0,0.0,0.3,1325.0,9.5
19.9,18.0,15.0,0.15,90.0,200.0,12.0,0.0,0.0,1139.0,6.9
19.9,18.0,15.0,0.15,85.0,200.0,12.0,0.0,0.0,1016.0,4.4
19.9,18.0,15.0,0.15,90.0,200.0,12.0,0.0,0.0,1112.0,6.4
19.9,18.0,15.0,0.15,95.0,200.0,12.0,0.0,0.0,1154.0,7.0
19.9,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.06,941.0,2.85
19.9,18.0,15.0,0.15,140.0,210.0,8.0,0.0,0.3,1370.0,9.1
19.9,18.0,15.0,0.15,145.0,210.0,8.0,0.0,0.3,1397.0,11.06
19.9,18.0,15.0,0.15,90.0,200.0,12.0,0.0,0.0,1136.0,7.0
19.9,4.5,15.0,0.15,120.0,210.0,10.0,0.0,0.0,749.0,1.6
19.9,18.0,15.0,0.15,90.0,210.0,12.0,0.0,0.0,1085.0,5.3
19.9,18.0,15.0,0.15,85.0,200.0,12.0,0.0,0.0,1121.0,6.4
19.9,18.0,15.0,0.15,85.0,220.0,12.0,0.0,0.3,1034.0,4.4
19.9,18.0,15.0,0.15,85.0,200.0,12.0,0.0,0.3,959.0,3.4
16.2,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.6,941.0,2.6
16.2,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.6,929.0,3.0
16.2,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.9,947.0,3.1
16.2,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.9,941.0,3.1
16.2,4.5,15.0,0.0,100.0,200.0,10.0,0.0,1.2,929.0,2.5
16.2,4.5,15.0,0.0,100.0,200.0,10.0,0.0,1.2,941.0,2.7
16.2,4.5,15.0,0.0,100.0,200.0,10.0,0.0,1.8,947.0,2.9
16.2,4.5,15.0,0.0,100.0,200.0,10.0,0.0,1.8,941.0,2.8
16.2,4.5,15.0,0.0,100.0,200.0,12.0,0.3,0.0,995.0,3.5
16.2,4.5,15.0,0.0,100.0,200.0,12.0,0.3,0.0,959.0,3.6
16.2,4.5,15.0,0.0,100.0,200.0,12.0,0.3,0.0,956.0,4.1
16.2,4.5,15.0,0.0,100.0,200.0,12.0,0.5,0.0,935.0,3.5
16.2,4.5,15.0,0.0,100.0,200.0,12.0,0.5,0.0,935.0,3.9
16.2,19.0,15.0,0.0,145.0,210.0,8.0,0.0,0.0,1410.0,6.0
16.2,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.0,924.0,2.7
16.2,4.5,15.0,0.5,100.0,210.0,10.0,0.3,0.0,752.0,1.8
16.2,4.5,15.0,0.5,100.0,210.0,10.0,0.3,0.0,748.0,1.7
16.2,4.5,15.0,0.09,100.0,210.0,10.0,0.3,0.0,845.0,1.9
16.2,4.5,15.0,0.09,100.0,210.0,10.0,0.3,0.0,842.0,2.0
16.2,18.0,15.0,0.15,110.0,210.0,8.0,0.0,0.3,1190.0,7.0
16.2,18.0,15.0,0.15,120.0,210.0,8.0,0.0,0.3,1274.0,8.4
16.2,18.0,15.0,0.15,120.0,210.0,8.0,0.0,0.3,1257.0,10.5
16.2,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.3,721.0,1.4
16.2,4.5,15.0,0.09,100.0,210.0,10.0,0.0,0.3,821.0,1.6
16.2,4.5,15.0,0.5,120.0,210.0,10.0,0.0,0.0,712.0,1.2
16.2,4.5,15.0,0.5,83.0,210.0,12.0,0.0,0.0,778.0,1.0
16.2,4.5,15.0,0.5,60.0,210.0,12.0,0.0,0.3,664.0,1.1
16.2,4.5,15.0,0.09,115.0,210.0,10.0,0.0,0.0,861.0,2.3
10.4,18.0,15.0,0.0,145.0,210.0,8.0,0.0,0.0,1408.0,7.5
10.4,18.0,15.0,0.0,132.0,210.0,8.0,0.0,0.0,1440.0,6.4
10.4,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1608.0,5.4
10.4,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1584.0,5.05
10.4,4.5,15.0,0.09,115.0,210.0,10.0,0.0,0.0,863.0,2.2
10.4,4.5,15.0,0.09,115.0,210.0,10.0,0.0,0.3,830.0,2.0
10.4,4.5,15.0,0.09,115.0,210.0,10.0,0.0,0.0,863.0,2.4
10.4,4.5,15.0,0.09,120.0,210.0,10.0,0.0,0.3,851.0,2.1
10.4,4.5,15.0,0.09,115.0,210.0,10.0,0.0,0.0,857.0,2.4
10.4,4.5,15.0,0.09,120.0,210.0,10.0,0.0,0.3,872.0,2.7
10.4,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.0,935.0,2.7
10.4,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1509.0,5.9
10.4,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1539.0,6.3
10.4,18.0,15.0,0.0,140.0,210.0,8.0,0.0,0.0,1547.0,5.4
10.4,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1556.0,5.5
10.4,18.0,15.0,0.0,130.0,210.0,10.0,0.0,0.0,1733.0,4.9
10.4,18.0,15.0,0.0,140.0,210.0,12.0,0.0,0.0,1562.0,8.5
10.4,18.0,15.0,0.15,140.0,210.0,8.0,0.0,0.0,1361.0,7.0
10.4,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.3,947.0,3.0
10.4,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1503.0,4.6
10.4,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1494.0,4.5
10.4,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1623.0,5.1
10.4,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1773.0,4.7
10.4,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1563.0,6.4
10.4,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1599.0,5.2
10.4,18.0,15.0,0.0,153.0,210.0,8.0,0.0,0.0,1599.0,5.7
10.4,18.0,15.0,0.0,153.0,210.0,8.0,0.0,0.0,1539.0,7.2
10.4,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1311.0,3.3
3.9,19.0,15.0,0.0,164.0,180.0,8.0,0.0,0.3,1560.0,5.5
3.9,19.0,15.0,0.0,164.0,180.0,8.0,0.0,0.3,1554.0,7.0
3.9,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1699.0,4.3
3.9,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.0,1540.0,5.2
3.9,18.0,15.0,0.0,155.0,210.0,8.0,0.0,0.0,1505.0,5.0
3.9,18.0,15.0,0.0,158.0,210.0,8.0,0.0,0.0,1601.0,4.8
3.9,18.0,15.0,0.15,90.0,200.0,10.0,0.0,0.0,1067.0,4.4
3.9,18.0,15.0,0.15,85.0,200.0,10.0,0.0,0.0,1052.0,4.4
3.9,18.0,15.0,0.15,110.0,200.0,10.0,0.0,0.0,1292.0,7.4
3.9,18.0,15.0,0.15,120.0,200.0,10.0,0.0,0.0,1331.0,8.4
3.9,18.0,15.0,0.15,100.0,200.0,10.0,0.0,0.0,1301.0,4.6
3.9,18.0,15.0,0.15,100.0,200.0,10.0,0.0,0.0,1208.0,6.7
3.9,18.0,15.0,0.2,100.0,200.0,8.0,0.0,0.3,1226.0,8.3
3.9,18.0,15.0,0.2,110.0,200.0,8.0,0.0,0.3,1247.0,7.9
3.9,18.0,15.0,0.2,85.0,200.0,8.0,0.0,0.3,1184.0,6.5
3.9,18.0,15.0,0.2,90.0,200.0,8.0,0.0,0.3,1178.0,7.0
3.9,18.0,15.0,0.2,90.0,200.0,10.0,0.0,0.0,1295.0,5.4
3.9,18.0,15.0,0.2,90.0,200.0,10.0,0.0,0.0,1145.0,5.4
3.9,18.0,15.0,0.2,90.0,200.0,12.0,0.0,0.0,1112.0,5.1
3.9,18.0,15.0,0.2,90.0,200.0,12.0,0.0,0.0,995.0,3.3
3.9,18.0,15.0,0.15,95.0,210.0,12.0,0.0,0.0,1223.0,5.7
3.9,4.5,15.0,0.09,110.0,210.0,10.0,0.0,0.0,830.0,2.0
3.9,18.0,15.0,0.15,140.0,210.0,10.0,0.0,0.0,1430.0,7.0
3.9,18.0,15.0,0.15,140.0,210.0,10.0,0.0,0.3,1421.0,9.3
3.9,18.0,15.0,0.15,120.0,210.0,12.0,0.0,0.0,1244.0,7.6
3.9,18.0,15.0,0.15,120.0,210.0,12.0,0.0,0.0,1271.0,7.6
3.9,18.0,15.0,0.15,130.0,210.0,12.0,0.0,0.0,1340.0,6.2
3.9,18.0,15.0,0.15,130.0,210.0,12.0,0.0,0.3,1402.0,9.0
-1.5,18.0,15.0,0.15,95.0,210.0,12.0,0.0,0.3,1193.0,7.3
-1.5,18.0,15.0,0.15,95.0,210.0,12.0,0.0,0.3,1094.0,6.2
-1.5,18.0,15.0,0.0,145.0,210.0,8.0,0.0,0.0,1700.0,4.1
-1.5,18.0,15.0,0.0,140.0,210.0,8.0,0.0,0.0,1730.0,4.1
-1.5,18.0,15.0,0.0,138.0,210.0,8.0,0.0,0.0,1574.0,6.3
-1.5,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1593.0,5.5
-1.5,18.0,15.0,0.0,150.0,210.0,10.0,0.0,0.0,1689.0,5.0
-1.5,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1755.0,4.5
-1.5,18.0,15.0,0.0,140.0,210.0,8.0,0.0,0.0,1599.0,7.1
-1.5,18.0,15.0,0.0,140.0,210.0,10.0,0.0,0.0,1659.0,5.7
-1.5,18.0,15.0,0.0,140.0,210.0,10.0,0.0,0.0,1677.0,5.0
-1.5,4.5,15.0,0.0,90.0,200.0,12.0,0.0,0.6,875.0,2.1
-1.5,4.5,15.0,0.0,90.0,200.0,12.0,0.0,0.5,899.0,2.5
-1.5,4.5,15.0,0.0,145.0,90.0,8.0,0.0,0.3,1157.0,6.4
-1.5,4.5,15.0,0.0,145.0,90.0,8.0,0.0,0.3,1190.0,7.0
-1.5,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.5,956.0,2.8
-1.5,4.5,15.0,0.0,110.0,200.0,10.0,0.0,0.5,971.0,2.9
-1.5,4.5,15.0,0.0,145.0,90.0,8.0,0.0,0.3,1166.0,7.0
-1.5,4.5,15.0,0.0,135.0,90.0,8.0,0.0,0.3,1166.0,7.0
-1.5,4.5,15.0,0.0,120.0,90.0,8.0,0.0,0.3,1133.0,7.0
-1.5,4.5,15.0,0.0,110.0,90.0,8.0,0.0,0.3,1124.0,7.0
-4.6,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.0,935.0,3.2
-4.6,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.0,920.0,3.0
-4.6,4.5,15.0,0.09,115.0,210.0,10.0,0.0,0.0,866.0,2.1
-4.6,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.0,941.0,2.9
-4.6,4.5,15.0,0.0,105.0,200.0,10.0,0.0,0.0,953.0,3.4
-4.6,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.0,941.0,3.02
-4.6,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1653.0,5.0
-4.6,18.0,15.0,0.0,140.0,210.0,10.0,0.0,0.0,1611.0,6.3
-4.6,18.0,15.0,0.0,145.0,210.0,8.0,0.0,0.0,1728.0,5.2
-4.6,18.0,15.0,0.0,140.0,210.0,10.0,0.0,0.0,1659.0,4.8
-4.6,18.0,15.0,0.0,110.0,210.0,10.0,0.0,0.0,1491.0,7.0
-4.6,18.0,15.0,0.0,140.0,210.0,10.0,0.0,0.0,1557.0,6.8
-4.6,18.0,15.0,0.0,140.0,210.0,10.0,0.0,0.0,1499.0,5.8
-4.6,4.5,15.0,0.09,105.0,210.0,12.0,0.0,0.3,824.0,1.9
-4.6,4.5,15.0,0.09,105.0,210.0,12.0,0.0,0.3,818.0,1.9
-4.6,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.0,941.0,2.9
-4.6,4.5,15.0,0.0,102.0,200.0,12.0,0.0,0.0,959.0,2.9
-4.6,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.0,947.0,2.9
-4.6,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.0,947.0,2.8
-4.6,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.3,713.0,1.2
-4.6,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.3,745.0,1.4
-4.6,18.0,15.0,0.0,100.0,240.0,12.0,0.0,0.0,1103.0,4.3
-4.6,18.0,15.0,0.0,90.0,240.0,12.0,0.0,0.0,1328.0,5.0
-4.6,18.0,15.0,0.0,120.0,240.0,10.0,0.0,0.0,1316.0,4.5
-4.6,4.5,15.0,0.5,100.0,210.0,10.0,0.0,0.3,715.0,1.3
-3.8,4.5,15.0,0.0,100.0,200.0,12.0,0.6,0.3,947.0,3.1
-3.8,4.5,15.0,0.0,100.0,200.0,12.0,0.3,0.6,959.0,3.5
-3.8,4.5,15.0,0.0,100.0,200.0,12.0,0.3,0.3,968.0,4.1
-3.8,4.5,15.0,0.0,100.0,200.0,12.0,0.3,0.9,974.0,4.1
-3.8,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1316.0,7.8
-3.8,18.0,15.0,0.0,90.0,240.0,12.0,0.0,0.0,1127.0,6.1
-3.8,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1403.0,9.0
-3.8,18.0,15.0,0.0,110.0,240.0,8.0,0.0,0.0,1289.0,6.5
-3.8,18.0,15.0,0.0,100.0,240.0,8.0,0.0,0.0,1160.0,7.0
-3.8,18.0,15.0,0.0,110.0,240.0,8.0,0.0,0.0,1301.0,7.8
-3.8,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1340.0,9.5
0.1,18.0,15.0,0.0,140.0,210.0,8.0,0.0,0.0,1580.0,9.7
0.1,18.0,15.0,0.0,100.0,240.0,8.0,0.0,0.0,1190.0,7.1
0.1,4.5,15.0,0.0,120.0,200.0,10.0,0.0,0.0,985.0,2.9
0.1,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1596.0,5.7
0.1,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.0,1575.0,5.3
0.1,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1713.0,3.9
0.1,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1509.0,6.4
0.1,18.0,15.0,0.0,140.0,190.0,10.0,0.0,0.0,1742.0,4.5
0.1,18.0,15.0,0.0,145.0,190.0,10.0,0.0,0.0,1652.0,5.0
6.0,4.5,15.0,0.09,110.0,210.0,12.0,0.0,0.3,869.0,2.1
6.0,4.5,15.0,0.09,110.0,210.0,12.0,0.0,0.3,839.0,2.0
6.0,4.5,15.0,0.0,90.0,210.0,12.0,0.0,0.3,775.0,1.5
6.0,4.5,15.0,0.0,90.0,210.0,12.0,0.0,0.3,763.0,1.4
6.0,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1688.0,5.6
6.0,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1754.0,4.0
6.0,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1751.0,2.2
6.0,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1661.0,5.9
6.0,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1670.0,5.6
6.0,4.5,15.0,0.5,63.0,210.0,12.0,0.0,0.0,644.0,1.5
6.0,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1689.0,6.0
6.0,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1656.0,6.6
6.0,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1715.0,5.8
6.0,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1719.0,5.4
6.0,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1703.0,6.3
6.0,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1583.0,7.4
12.4,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1692.0,5.8
12.4,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1659.0,6.1
12.4,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1575.0,8.0
12.4,18.0,15.0,0.0,150.0,200.0,9.0,0.0,0.0,1593.0,7.3
12.4,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1392.0,6.7
12.4,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1689.0,5.0
12.4,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1611.0,6.8
12.4,18.0,15.0,0.0,140.0,210.0,9.0,0.0,0.0,1548.0,8.2
12.4,18.0,15.0,0.0,140.0,210.0,9.0,0.0,0.0,1509.0,10.6
12.4,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1280.0,7.3
12.4,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1281.0,8.9
12.4,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.0,1665.0,5.3
12.4,18.0,15.0,0.0,157.0,200.0,8.0,0.0,0.0,1707.0,4.3
12.4,4.5,15.0,0.0,67.0,210.0,12.0,0.0,0.0,649.0,1.4
12.4,4.5,15.0,0.0,67.0,210.0,12.0,0.0,0.0,649.0,1.4
12.4,4.5,15.0,0.5,67.0,210.0,12.0,0.0,0.3,671.0,1.1
12.4,4.5,15.0,0.5,67.0,210.0,12.0,0.0,0.3,659.0,1.1
12.4,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.0,1319.0,2.8
12.4,18.0,15.0,0.0,160.0,210.0,8.0,0.0,0.0,1334.0,2.7
12.4,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.3,799.0,1.5
12.4,4.5,15.0,0.09,100.0,210.0,12.0,0.0,0.3,824.0,2.1
12.4,4.5,15.0,0.09,100.0,200.0,12.0,0.0,0.0,956.0,3.0
12.4,4.5,15.0,0.09,100.0,200.0,12.0,0.0,0.3,950.0,3.2
12.4,18.0,15.0,0.0,110.0,240.0,8.0,0.0,0.3,1286.0,9.5
12.4,18.0,15.0,0.0,130.0,240.0,8.0,0.0,0.3,1346.0,12.3
12.4,4.5,15.0,0.5,73.0,210.0,10.0,0.0,0.3,652.0,1.2
12.4,4.5,15.0,0.5,85.0,210.0,10.0,0.0,0.3,692.0,1.2
12.4,4.5,15.0,0.09,95.0,210.0,12.0,0.0,0.0,785.0,1.7
12.4,4.5,15.0,0.09,95.0,210.0,12.0,0.0,0.3,790.0,1.7
12.4,4.5,15.0,0.5,62.0,210.0,12.0,0.0,0.3,634.0,1.2
12.4,4.5,15.0,0.5,62.0,210.0,12.0,0.0,0.3,635.0,1.2
12.4,4.5,15.0,0.5,63.0,210.0,12.0,0.0,0.3,650.0,1.2
12.4,4.5,15.0,0.09,75.0,210.0,12.0,0.0,0.3,718.0,1.2
12.4,18.0,15.0,0.0,100.0,240.0,8.0,0.0,0.0,1217.0,8.8
12.4,18.0,15.0,0.0,90.0,240.0,12.0,0.0,0.0,1091.0,6.3
12.4,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1325.0,8.0
12.4,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.0,1715.0,5.4
12.4,18.0,15.0,0.0,145.0,200.0,9.0,0.0,0.3,1655.0,6.3
12.4,18.0,15.0,0.0,135.0,200.0,12.0,0.0,0.0,1559.0,18.0
12.4,18.0,15.0,0.0,125.0,200.0,12.0,0.0,0.0,1376.0,9.4
12.4,18.0,15.0,0.0,125.0,200.0,12.0,0.0,0.0,1586.0,9.5
12.4,18.0,15.0,0.0,130.0,200.0,12.0,0.0,0.0,1598.0,9.1
17.7,18.0,15.0,0.0,125.0,200.0,12.0,0.0,0.0,1596.0,7.9
17.7,18.0,15.0,0.0,125.0,200.0,12.0,0.0,0.0,1545.0,7.8
17.7,18.0,15.0,0.0,90.0,240.0,12.0,0.0,0.0,1146.0,6.7
17.7,18.0,15.0,0.0,90.0,240.0,12.0,0.0,0.0,1113.0,6.0
17.7,18.0,15.0,0.0,135.0,200.0,12.0,0.0,0.0,1712.0,6.3
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1268.0,7.1
17.7,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.0,923.0,2.8
17.7,18.0,15.0,0.0,125.0,200.0,12.0,0.0,0.0,1490.0,8.9
17.7,18.0,15.0,0.0,130.0,200.0,12.0,0.0,0.0,1619.0,9.7
17.7,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.0,950.0,3.1
17.7,4.5,15.0,0.0,100.0,200.0,10.0,0.0,0.0,947.0,2.8
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1271.0,8.7
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1262.0,8.6
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1259.0,9.7
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1331.0,8.6
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1301.0,7.8
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1241.0,9.8
17.7,18.0,15.0,0.0,125.0,240.0,8.0,0.0,0.0,1280.0,6.7
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1298.0,7.5
17.7,4.5,15.0,0.09,95.0,210.0,12.0,0.0,0.3,782.0,1.7
17.7,18.0,15.0,0.0,135.0,200.0,10.0,0.0,0.0,1742.0,6.4
17.7,18.0,15.0,0.0,135.0,200.0,10.0,0.0,0.0,1571.0,10.0
17.7,18.0,15.0,0.0,130.0,200.0,10.0,0.0,0.0,1526.0,7.1
17.7,18.0,15.0,0.0,135.0,200.0,8.0,0.0,0.0,1559.0,6.5
17.7,18.0,15.0,0.0,140.0,200.0,8.0,0.0,0.0,1505.0,10.3
17.7,18.0,15.0,0.0,140.0,200.0,8.0,0.0,0.0,1547.0,9.4
17.7,18.0,15.0,0.0,115.0,240.0,8.0,0.0,0.0,1244.0,7.5
17.7,18.0,15.0,0.0,115.0,240.0,8.0,0.0,0.0,1250.0,7.0
17.7,4.5,15.0,0.0,95.0,200.0,12.0,0.0,0.0,911.0,2.8
17.7,4.5,15.0,0.0,95.0,200.0,12.0,0.0,0.3,965.0,3.2
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1271.0,7.3
17.7,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1727.0,4.2
17.7,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1277.0,8.3
20.4,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1694.0,4.4
20.4,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1631.0,4.0
20.4,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1694.0,3.6
20.4,18.0,15.0,0.0,158.0,200.0,8.0,0.0,0.0,1694.0,4.0
20.4,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1604.0,5.8
20.4,18.0,15.0,0.0,158.0,200.0,8.0,0.0,0.0,1520.0,6.4
20.4,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1331.0,7.5
20.4,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1262.0,7.1
20.4,4.5,15.0,0.5,60.0,210.0,12.0,0.0,0.0,646.0,1.4
20.4,4.5,15.0,0.5,60.0,210.0,12.0,0.0,0.3,650.0,1.04
20.4,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1658.0,5.0
20.4,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1568.0,6.8
